Tweets 
b'Work from home can be really challenging but we are making the best of all resources in the fight against #covid19\xe2\x80\xa6 https://t.co/OVfYTVoT4V'
b'#ECB announced 750bln purchase program until end 2020 and promised to buy more and longer if needed to fight\xe2\x80\xa6 https://t.co/tx0s3EwfFU'
b'Does anybody know a good explanation - how to deliver properly to elderly or vulnerable people during #Corona times\xe2\x80\xa6 https://t.co/P39ApjNRVD'
b'Bought this books years ago and waited for the right moment to read it. Guess that\xe2\x80\x99s now...\n#blackswan #corona\xe2\x80\xa6 https://t.co/NOgNfhKgRr'
"b'Together we will drive this #Corona \nBe responsible Citizen of this great country. \nour govt , forces, Health worke\xe2\x80\xa6 https://t.co/vFtPdqJ338'"
b'Bengal was #Corona free all this time. Till an Oxford brat came back after partying with his London roomies who had\xe2\x80\xa6 https://t.co/byJj8BmSEM'
b'Let\xe2\x80\x99s be smart and break the chain by promoting personal hygiene through frequent hand wash and practicing social d\xe2\x80\xa6 https://t.co/3clAmZQV5s'
b'https://t.co/IBzWBIgmMM\n\nOCM Committee calling all the pediatric researchers to submit Abstract or Register to spea\xe2\x80\xa6 https://t.co/CzZuYHJtn3'
"b""Plz stay at home \xf0\x9f\x8f\xa1\nLet's fight #Corona together \xf0\x9f\x91\x8a\n#CoronaVirusChallenge https://t.co/VaMe71jwGV"""
"b'Hence proved, WHO cant be trusted as like as China\xf0\x9f\x92\x81\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f #Corona https://t.co/gvHRMS0A5F'"
b'@PTIofficial @UsmanAKBuzdar Establishing a Quarantine is not a great achievement if u ask me.\nPeople here in South\xe2\x80\xa6 https://t.co/ZaOjb2TtAa'
b'@_sayema These people are #Corona #virus of our country.'
"b'Even though the world is observing social isolation and countries like China and Italy are on lockdown, NASA has sa\xe2\x80\xa6 https://t.co/oAurPwKE2y'"
b'We had a meeting as the top management and decided to do our social responsibility and social distance care and WOR\xe2\x80\xa6 https://t.co/iSpWiCrd7Q'
b'#IndiaFightsCorona\nPreventing COVID-19 at Restaurants\n#coronavirusindia \n#CoronaInMaharashtra \n#covidindia\xe2\x80\xa6 https://t.co/WKL9KSV9YW'
b'The 2 Noida hospitals which had been closed for a long time will now be used as #Corona Virus #Isolation wards.\n1.\xe2\x80\xa6 https://t.co/mjegTypgcY'
b'Lucky knew it in 2004\xf0\x9f\x98\xae\n#Corona https://t.co/RPgk7ypTY0'
b'$350 Million for Ram Statue in Ayodhya\n$10 Million to fight #corona.\n\nPriorities matter. Jai Shri Ram \xf0\x9f\x95\xba'
b'I don\xe2\x80\x99t trust this. \n#CoronavirusOutbreak #coronavirusindia #Corona #ChinaLies \n\n Coronavirus: China reports zero n\xe2\x80\xa6 https://t.co/st3lWIIkn0'
"b'#CreateDontContaminate #CoronaVirusUpdate #coronavirusindia #CoronavirusOutbreak \nBe #positive , even with #Corona https://t.co/LmT69CTIJi'"
b'FIFA statement on Corona. A generous donation of USD 10 M to WHO Response Fund \xf0\x9f\x91\x8f\n\n#Corona #FIFA\n\nhttps://t.co/IVO9Ku2M5V'
b'Many People are wearing masks and not shaking hands today at District Courts Islamabad because of #corona fear..Pro\xe2\x80\xa6 https://t.co/6d85B0sJGa'
b'Thinking about #selfisolation \xf0\x9f\xa4\x94\n#covid_19 #corona #virus \nNo I am not infected but also don\xe2\x80\x99t really wish to be.\xe2\x80\xa6 https://t.co/nD9Y9ThRQR'
"b'""Honestly, I used to blame the Indian government for many years; Mr Sujay reminisced saying that he finally found t\xe2\x80\xa6 https://t.co/880iA6x1db'"
b'#Curfew will take place\nSo be prepared. #Karachi #Pakistan \n\n#PakistanFightsCorona #CoronaInPakistan #Corona #Covid_19'
b'MOOD\xf0\x9f\x98\x82 #covid19 #corona https://t.co/VPqvnw0MYr'
b'The only thing Made in China that  lasted for a long time is #corona \n#GoCoronaCoronaGo'
"b'Key Point #1\n\nWhile no one can be certain how the impact of this virus will continue to unfold globally, one thing\xe2\x80\xa6 https://t.co/94XVwnAnQK'"
b'Courage \xf0\x9f\x99\x8f\n#sport #corona #alimentationsaine #healthyfood https://t.co/ycT9dl7ivA'
b'Join our virtual training program at 1-time discount. Batch starting on 23-Mar-2020.\n\n#corona #coronavirus #covifd-\xe2\x80\xa6 https://t.co/ruAzztbpFE'
b'@cnni Various countries have banned the entries of foreigners to contain the spread of #Corona \nGet all the #Facts\xe2\x80\xa6 https://t.co/gfZtlTydgP'
"b'@Maven1435 #Corona is temporary, MY work from Home is permenent \xf0\x9f\x98\x8e\xf0\x9f\x98\x8e'"
b'#RahulGandhi hai na! Aggressively fighting and shouting. Fighting #Modi rather than #Corona \xf0\x9f\x98\x90\xf0\x9f\x91\xbb https://t.co/ipehVG74nj'
b'You know someone who talks shit about China and the way they dealt with the epidemic?\nPlease send them my way.\nOr l\xe2\x80\xa6 https://t.co/ki0cnr9hnh'
b'Sophia &amp; Elsie belly laughing last night. It brought a tear to my eye. Just how bloody lucky I am to witness such\xe2\x80\xa6 https://t.co/hKbRtNGHi7'
b'Here\xe2\x80\x99s a song for you\xe2\x80\xa6 Beer Gang by Mr. 17stones\nhttps://t.co/BSAyvkuAJW #Cleveland #Beer #thisiscle\xe2\x80\xa6 https://t.co/ICJhJUj9Dj'
"b'#YoungDoctors in #Pakistan has taken a very GOOD decision.  \nIf no proper arrangements are being made, refuse to wo\xe2\x80\xa6 https://t.co/gYc5mkiB5z'"
b'We are going live on our Facebook page @TheUnOz at 7:30 tonight to answer all your #Corona questions #auspol'
b'There may be more dead from #Corona in Italy than in China https://t.co/9L5l63VzgJ'
"b""Let's Honour the time of Jumu'ah and engage in acts of worship \n#ACJU #lka #corona https://t.co/j0dmCgDziP"""
b'@business Wow \xf0\x9f\x98\xae \n\nThese Chinese spread #ChinaVirus across the globe and now have 0 infection in #China \n\nWe all are\xe2\x80\xa6 https://t.co/6ZqYIBJEOq'
"b""DON'T PANIC MAKKALEY Be #aware #clean #staysafe #corona #covid_19 #tips #inboxfilm team https://t.co/lkeEn3YfkZ"""
"b'@AndMedh @ExtinctionR @XRLondon Enough people are now aware.\nWe need to start changing things by common consent, fo\xe2\x80\xa6 https://t.co/3HhSb4FLnt'"
b'fuck u corona https://t.co/S4JlwCT566 via @YouTube #corona #coronavirus #coronapunk #coronaus #coronauk  #coronaworld'
b'Dressing like you would for work while working at home makes a huge difference to your state of mind! Don\xe2\x80\x99t go comm\xe2\x80\xa6 https://t.co/cTztr9JrBv'
b'Please ban on online shopping #boycottonlineshopping #coronavirusindia #CoronaVirusUpdate #CoronaInMaharashtra\xe2\x80\xa6 https://t.co/kCb0JLPrh9'
b'#Corona #virus infected and #died:\n\n The #dead person is dumped in the #bag.\n Cannot be bathed.\n\xc2\xa0 The #body cannot\xe2\x80\xa6 https://t.co/RS7lk2trdN'
b'Just be safe and make others safe by telling them the precautionary measures\n#coronavirusindia \n#Corona\xe2\x80\xa6 https://t.co/SnUIR05bUQ'
b'#GreaterKashmir: Editorial | #Corona #Pandemic: Is time running out ? | GreaterKashmir https://t.co/85HYTSakVb\xe2\x80\xa6 https://t.co/cQR5RdLm1n'
"b""This is been done intentionally to save you fool so that you guys don't go to station for free wifi on your dual si\xe2\x80\xa6 https://t.co/kytxDiU4Ew"""
"b""Let's not forget these people in this hour of need. Help others and stay safe Pakistan. \n#PakistanFightsCorona\xe2\x80\xa6 https://t.co/48ZbtgCeq3"""
b'#corona is #ChineseVirus and #china is responsible for it their sick mentality and shit eating habit ruining world\xe2\x80\xa6 https://t.co/193uDszMnB'
"b'Be strong but be kind, powerful message by @jacindaardern  We all need to support each other lets fight jointly\xe2\x80\xa6 https://t.co/CRGTuLMUop'"
"b'#corona\nWashing the hands is important, trying hard not to touch the face, eyes,nose,mouth is equally important as\xe2\x80\xa6 https://t.co/xoH1Ig00Jq'"
"b""Don't Fall for These Myths About Coronavirus  #Corona #myths https://t.co/VHUEJ3Ynii https://t.co/mLVLnAVXxm"""
"b'Spread of corona virus will not be stopped, if people move from one city to another city...one state to another sta\xe2\x80\xa6 https://t.co/aSmSZSut52'"
b'@cnni Government is implementing various measures to contain the spread of #Corona \nGet all the #Facts about the nu\xe2\x80\xa6 https://t.co/GlPdEZTlyx'
"b'#Corona was predicted in many sources, claims #socialmedia but #PauloCoelho wrote a strong message on #planet in hi\xe2\x80\xa6 https://t.co/T9YdUE2h6D'"
"b'""Don\'t pray for better days, pray for a better attitude to withstand uncertain days""\n#coronavirus #coronavirusindia\xe2\x80\xa6 https://t.co/JC70WFGnpe'"
"b""DO THE FIVE\nHelp stop #Corona virus -\n\n1. HANDS Wash them often.\n\n2. ELBOW Cough into it.\n\n3. FACE Don't touch it.\xe2\x80\xa6 https://t.co/Gww8Ol2rFW"""
b'When you\xe2\x80\x99re feelin caged in during #quarantine due to #corona #covid_19 \n\nDay 3 #producer on that #wfh life\nHair by\xe2\x80\xa6 https://t.co/eHo2OmCWTV'
b'The day Coronavirus will be over..Ghanaians churches will organize programs like..#Corona thanksgiving #Corona surv\xe2\x80\xa6 https://t.co/1eYGTX9Wcx'
b'@zlj517 #ShameOnYou \nChina lied people died \n\n#ChineseVirus #Corona #madeinChinavirus\n\nhttps://t.co/k2e4HXl9u7'
b'India needs to fight #Corona and not fearmongers #RonaDhona! \n\n#IndiaFightsCorona'
b'@HelenBranswell Fkcuer ... These Chinese spread #ChinaVirus across the globe and now have 0 infection in #China ...\xe2\x80\xa6 https://t.co/2xRIjUOvEI'
b'Why Nifty is turning from Today ?\n\nBecause #Corona know someone is bigger and He will back today at 8 PM.'
b'CM @ArvindKejriwal Press Conference on #Corona preparedness in Delhi at 5 30 PM today.'
b'Hygiene tips for your Show Day \nhttps://t.co/glcnktfgnq\n#EstateAgents #ShowDays  #hygiene #corona'
"b'Ladies kindly wash hands with water before cooking or going close to any fire ,if u have applied sanitizer!! As it\xe2\x80\xa6 https://t.co/CFIKjMxJ6G'"
b'Taking one step back can save us.\n.\nWatch :\nhttps://t.co/VDYPx63fOK\n.\n#CoronaVirusUpdate\n#coronavirusindia \n#Corona #sscchsl'
b'The world will recover but the damage being done to the social and business fabric of society by ill-informed Polit\xe2\x80\xa6 https://t.co/HIQWRNUXHo'
b'If #Corona happened during UPA under Manmohan Singh &amp; Sonia Gandhi :\n\nRs 5000 cr    Lab scam\nRs 7000 cr    Mask sca\xe2\x80\xa6 https://t.co/B61cYWmuGQ'
b'@scribe_prashant Where people need to be prudent and scientific this isn\xe2\x80\x99t fair. Yes sunshine aids health and gener\xe2\x80\xa6 https://t.co/Co0qQ63xW8'
b'Bankers in BOP Rwp got infected by #Corona Virus #CoronaVirusUpdate \n#CoronaInPakistan @Dr_YasminRashid\xe2\x80\xa6 https://t.co/cwMaDFhIPV'
b'What is going on in #Italy ?\n#Corona'
b'. @amazonIN \nPlease be serious about #Corona as ur delivery boys r not taking ny majors for hygiene and sanitation.\xe2\x80\xa6 https://t.co/dFSNKG5uji'
b'@ErikSolheim The victims of this Epidemic now raises to 166 but still we are under control in comparison to the dam\xe2\x80\xa6 https://t.co/NUPCr7UDRJ'
b'Even the virus is confused\n#thememesstop #thefunnysideup #breakkebaad #dooriyan #dooriyanbhihaizaroori #bollywood\xe2\x80\xa6 https://t.co/fkEooKeq0C'
"b""In case you need a break from the mass hysteria online:\nHere's a sheep that got a blow out\n#Quarantine #COVID\xe2\x80\xa6 https://t.co/RRWuqOFI1X"""
"b'On a lighter note:\n\nNo riots, no hindu muslim, no indo-pak, no terrorism, no naxalism, crude prices crashed more th\xe2\x80\xa6 https://t.co/xuRHou7VGU'"
b'Feel pity for those husbands who have to assess the danger level at home and outside and yet decide to go for offic\xe2\x80\xa6 https://t.co/gVSR3L1R4n'
b'I just clean shaved my beard now definitely not coming out for a week or two\n#Corona #Quarantine'
b'Cut short? who is afraid \xf0\x9f\xa5\xb0 #hairstyle #corona time https://t.co/Epz6nUXqkR'
b'We take precautions for Corona Virus.\nWe apply fever control at our premises.\n#semglobal #hygiene #airlinecatering\xe2\x80\xa6 https://t.co/iJMBqeOsLB'
b'#SKF_OFFICIAL_007 #nokia #vs #corona #coronavirus #nokiavscorona #coronavsnokia #thebaiganvines the_baigan_vines @\xe2\x80\xa6 https://t.co/rKGEEtVuGw'
b'Where is @Dettol hand sanitizer listed on both online platforms @amazonIN @Flipkart please  @ZeeNewsHindi &amp; @aajtak\xe2\x80\xa6 https://t.co/gLY96nqgF5'
b'What do countries that have contained the virus have in common? The answer has little to do with development status\xe2\x80\xa6 https://t.co/3XHjD0Fndj'
b'If #Corona happened during UPA under Manmohan Singh &amp; Sonia Gandhi :\n\nRs 5000 cr    Lab scam\nRs 7000 cr    Mask sca\xe2\x80\xa6 https://t.co/vFfOtENazG'
"b'#coronavirus #COVID symptons based on the guidelines set out by china,U.S ,U.K &amp; Australia health authorities..\xe2\x80\xa6 https://t.co/ypG7IgYGOd'"
b'Here comes the first default from Aviation sector!!!Canadian plane maker De Havilland sues #SpiceJet for Rs 320cr f\xe2\x80\xa6 https://t.co/rzsSgoIzgA'
"b""Are bankers immune to #Corona ? they can't work from home too... https://t.co/hoCzMxIV12"""
"b""@fashionpoliceAF @Symply_Tacha i don't watch bbnaija but i love  this lady because wankers are so jealous of her le\xe2\x80\xa6 https://t.co/qqn6ZBQ6ZY"""
"b'This is the level of educated people in India, honeymoon in Italy but no respect for own countrymen. After all what\xe2\x80\xa6 https://t.co/T8AXeD2487'"
b'#corona #CoronaVirusUpdate #COVID2019india #coronavirusindia\n#GTA6  #GTAOnline #GTAV #gtamods \nThose who are thinki\xe2\x80\xa6 https://t.co/GOQ2PURZhm'
b'PM Imran Khan and Opposition reaction on COVID-19 in Pakistan\nhttps://t.co/HnadhTl4Xr\n\n#CoronaVirusUpdate\xe2\x80\xa6 https://t.co/l38fhi3cZf'
b'Other side of the story \xf0\x9f\x98\x9e \xf0\x9f\x98\x9e \xf0\x9f\x98\x9e \xf0\x9f\x98\x9e \n@PMOIndia @HMOIndia @narendramodi @AmitShah @HRDMinistry #COVID\n#coronavirus\xe2\x80\xa6 https://t.co/tTv9wAdPCW'
"b'#Amidst all the #Corona #virus downsurg, how #colorful have your days been \xf0\x9f\x92\x83\xf0\x9f\x8f\xbe\xf0\x9f\x92\x83\xf0\x9f\x8f\xbe\xf0\x9f\x91\xb8\xf0\x9f\x8f\xbd\xf0\x9f\x87\xbf\xf0\x9f\x87\xa6\xf0\x9f\x8e\x89 Mamello in Northwest puts\xe2\x80\xa6 https://t.co/S6zGxESg5i'"
b'@karl_no_marx This https://t.co/b4ztNtIRcd life needs to get moksha through #Corona'
"b'#COVID2019 #Isolation #Share your talk on #Corona at #GlobalToxicology2020 on #November 05-06,2020 at #Madrid,\xe2\x80\xa6 https://t.co/eUOQXUbfCH'"
b'\xf0\x9f\x87\xae\xf0\x9f\x87\xb3 India has done well so far in its fight to contain Corona Virus. Now we are in stage 3 in which Virus spreads th\xe2\x80\xa6 https://t.co/k6ZVW9jYu3'
"b'Hongera sana kwa ubunifu huu, #Brands link this to the previous concept. Win-Win situation.\n\n1.Empower local innova\xe2\x80\xa6 https://t.co/InHsaPo21j'"
"b'Watch this people of India and open your eyes, take action. Wake, up? #CoronaVirusUpdate #Corona #coronavirusindia\xe2\x80\xa6 https://t.co/hYfaJGNPin'"
"b""AR Chowdhary, Congress: PM's address to nation today is very important. People are scared&amp;worried. I had always app\xe2\x80\xa6 https://t.co/8mlxAfRO6W"""
"b'HELP PEOPLE AVOID PANIC, LOVE\n NOT HATE...WE CAN BEAT CORONA BUT TOGETHER. \nDO BASICS: WASH HAND,SIMPLE LIFE, HEALT\xe2\x80\xa6 https://t.co/bVuYk0LAt3'"
b'Stay away from rumours. Follow guidelines from WHO #staysafe from #corona #coronavirus #AlwaysWithLeeMinHo\xe2\x80\xa6 https://t.co/dKjKx3z2uY'
b'Covid19: virus cases in India rise to 154\n#covidindia #COVID2019india #covid19UK #CovidPain #coronavirusindia\xe2\x80\xa6 https://t.co/BbPsj7xfSW'
"b'Big breaking:\n\nLab tests show #COVID19 is heat sensitive, low community transmission in warm places\xe2\x80\xa6 https://t.co/KBPgqkza0y'"
b'@BJP4Haryana @rbsharmabjp OLF Convent school has still called the entire staff today despite CBSE rescheduling the\xe2\x80\xa6 https://t.co/EeuIxjZh4C'
b'@realDonaldTrump Trump is becoming a socialist? #corona #socialist #trump'
b'Perhaps #Corona will force employers to reflect on how many jobs can be remote. Working from home can be better for\xe2\x80\xa6 https://t.co/tZjBjwCHCl'
b'A 56-year-old man was mugged after purchasing toilet roll from London store....... #London #UnitedKingdom\xe2\x80\xa6 https://t.co/q5sq0CCXeu'
"b""So far everything as normal here, only less busy.... Still don't know when I'll be able to fly home and what airpor\xe2\x80\xa6 https://t.co/D1PcRSeMQ7"""
b'Watch your health and make sure you wear warm jackets with wind and rain protection\xe2\x80\xbc\xef\xb8\x8f \n#corona #shopping #fashion\xe2\x80\xa6 https://t.co/sEI3MZJ8sG'
b'@DarkRainEnt working on more PSA for #covid19 #corona https://t.co/sNC4h7m385'
b'#IndiaFightsCorona\n\nSTAY SAFE FROM CORONA (COVID-19)\n\n\xe2\x9c\x85 Wear Mask\n\xe2\x9c\x85 Wash Your Hands Frequently\n\xe2\x9c\x85 Carry Hand Sanitiz\xe2\x80\xa6 https://t.co/XIFJPtGn56'
b'Respected PM @narendramodiand CM Uddhav Thackeray @OfficeofUT. Please take some steps to eliminate crowd in banks t\xe2\x80\xa6 https://t.co/BlF9jljNvh'
b'#Repost\n#Gubbare in process with #corona\n.\n.\n.\n.\n#HarmoNOnium #concert #live #originalmusic #independentmusic\xe2\x80\xa6 https://t.co/fkkFx29uN1'
b'Its not always about the meme and jokes..\n#thememesstop #thefunnysideup #breakkebaad #dooriyan\xe2\x80\xa6 https://t.co/oGig6VvhKL'
b'@10DowningStreet: The government has announced that schools will close from Monday https://t.co/lyRWD3pV3b\xe2\x80\xa6 https://t.co/Lm8P1BFZJ4'
b'Hope we will realise that large public meetings are of pre Tv n pre cyber age ; we will set new order with help of\xe2\x80\xa6 https://t.co/bJx6u2CwmT'
"b'Public Health England - We\xe2\x80\x99ve updated our #Coronavirus (#COVID19) data dashboard, including new cases and cases by\xe2\x80\xa6 https://t.co/3zzmP1VUZT'"
"b'FYI not everyone who has Covid-19 will end up on a ventilator, and changing your kids attention to the fact there\xe2\x80\x99s\xe2\x80\xa6 https://t.co/e9ACqfLGyh'"
"b'#Corona Outbreak: All Exams Including #CBSE , NIOS And JEE Postponed Till March 31 https://t.co/b7V0JdkmtR via @IndiaAheadNews'"
"b'ALERT - People under 50, and many even in their 30s and 40s, are getting sick enough to require hospitalization. Yo\xe2\x80\xa6 https://t.co/x5ntin07wO'"
"b'In the last 24 hours the numbers in the USA jump from:\n\nConfirmed cases:  6,496   Deaths:  114 \n\nNOW: Johns Hopkins\xe2\x80\xa6 https://t.co/hB1mS7eQQl'"
"b'""Honestly, I used to blame the Indian government for many years; Mr Sujay reminisced saying that he finally found t\xe2\x80\xa6 https://t.co/R23Y03HDS4'"
b'Remember to always wash your hands to keep yourself and people around you safe.\n#corona\n#coronavirus\n#staysafe https://t.co/QaIk80lmhm'
"b'New #COVID19 Global Cases outside of China, March 18 2020:  17.700\n\nItaly: 4207\nGermany: 3070\nUS: 3053\nSpain: 2162\xe2\x80\xa6 https://t.co/Tfzu32qYDm'"
b'#Conduct_online_assessments from the safety of home with @thinkexam and don\xe2\x80\x99t let #Coronavirus_shutdown affect the\xe2\x80\xa6 https://t.co/BSJJXScEiW'
b'*US folks be like*\n#Corona https://t.co/KgAkdWaWLf'
"b'Trekking Etiquette, a Virus Victim and Chinese on Everest https://t.co/YPpaFGXpUz #CoronaVirusUpdates #Corona\xe2\x80\xa6 https://t.co/Vb0qSOQmsx'"
b'You will survive this \xe2\x99\xa5\xef\xb8\x8f\n.\n.\n#corona #coronavirus #covid_19 #togetherwecan #bereaved #griefjourney https://t.co/cBuVjk97P9'
b'An example of little boats to Dunkirk....  Bravo.\n\n#Britain #coronavirus #Corona #COVID19 #covid19UK https://t.co/QAlxalsajJ'
b'India Fights #Corona: Total Cases 151; 3 Deaths https://t.co/8RaI5q3PFN via @IndiaAheadNews'
b'Watch LIVE: Maharashtra CM Uddhav Thackeray addresses state on coronavirus https://t.co/ntGevw1shK @CMOMaharashtra\xe2\x80\xa6 https://t.co/PLkid8bu25'
b'@MominaBasit1 Good News!!! #COVID19Pakistan\n#PunjabCoronavirusUpdate #Corona https://t.co/i24rBLvde6'
b'The five #maslov stages of #corona https://t.co/hdSaRX5VNC'
b'I might as well get clout for embarrassing my ass like that sooo\n#AEWDynamite #coronavirus #COVID19\xe2\x80\xa6 https://t.co/IZTBIZNvdu'
b'Going to the beach tomorrow and Honeslty don\xe2\x80\x99t give a \xf0\x9f\x92\xa9 about #Corona https://t.co/onvZmWu8XA'
b'Hello World\xf0\x9f\x8c\x8e! I think All the #Biologists are in very deep #Research to find out a #Cure for #CoRONAAA\xf0\x9f\x98\xad.If the very\xe2\x80\xa6 https://t.co/d9QeZIUznu'
b'Citizens of most #corona affected city are behaving like kid..\n\nGOI should take strict action on them\xe2\x80\xa6 https://t.co/qJsC1IEKkq'
b'We are sending 2 Masks as Gift in every order from now to our Customers because #WeCare4u\n#manavrachitcreations\xe2\x80\xa6 https://t.co/gG0Uanppme'
"b""A shop near Elankadai, Kottar is offering 3kgs chicken  at \xe2\x82\xb9 100. Cheapest offer I've seen in the #corona price dip\xe2\x80\xa6 https://t.co/cLBMgTqRaF"""
b'In this difficult time I would like to like to thank @zoom_us team for making meetings possible. #zoom #online #WFH\xe2\x80\xa6 https://t.co/NJraLsL7I4'
b'Go #Corona Go \xf0\x9f\x91\x8b\n\n#coronavirusindia #COVID #covidindia https://t.co/ZJvn8DGrhZ'
"b'I\xe2\x80\x99ve never been this attentive to my body\xe2\x80\x99s health ever,was living  the THUG LIFE until this shit came .Now when I\xe2\x80\xa6 https://t.co/HPGP7XZVjK'"
"b""@HummaSaif Brilliant. \n\nSymbol of 'Corruption unlimited', \n\ndeadly Tumor in the throat \nof Pak Fed, \nLay a hore Pun\xe2\x80\xa6 https://t.co/73CCnF4Qq6"""
b'Wtf @EASPORTSNHL how does LA with a losing record make the damn playoffs!!! #corona https://t.co/n1m4akKutn'
"b'Today is my sons 7th Birthday. I can\xe2\x80\x99t take him out for lunch, we can\xe2\x80\x99t have any of his friends or family over to c\xe2\x80\xa6 https://t.co/FQpMTkVJUq'"
b'Electricity consumption in Germany in the first three days of this week was approx. 5% lower than last week.\nThis m\xe2\x80\xa6 https://t.co/7nmKfkR8NX'
"b""DON'T PANIC OR SPREAD RUMOURS\n\nPROTECT YOURSELF FROM CORONAVIRUS (COVID-19)\n\n#Corona #Coronavirus #WashYourHands\xe2\x80\xa6 https://t.co/kqr6kF3AsB"""
"b'#RajyaSabha MPs demand to curtail budget session due to coronavirus scare, Chairman @MVenkaiahNaidu says members ca\xe2\x80\xa6 https://t.co/9i5z7XSXqX'"
b'Good News!!! #COVID19Pakistan\n#PunjabCoronavirusUpdate #Corona https://t.co/i24rBLvde6'
"b""Who ever's mum is sending my mum #Corona info please stooooooooooooP"""
b'#CoronaVirus #FightTogether \nInformation as per CMAAO for COVID-19\n\nGuidelines for Doctors \xf0\x9f\x91\x87\n\n#PlexusCardiaCare\xe2\x80\xa6 https://t.co/shX51YcsSf'
b'#Quarantine (another perspective): an opportunity to recover and transform our communities to reconnect with the pl\xe2\x80\xa6 https://t.co/wFno9j2Qpw'
b'#American Express #Corona virus\nNo work from home is given despite the notice given by the government.\n\nEmployee\xe2\x80\x99s\xe2\x80\xa6 https://t.co/RiguRC6XBA'
"b'Prevention of Corona pneumonia. No scientific proof, I\xe2\x80\x99m convinced due to personal experience. Worth a try. Inhale\xe2\x80\xa6 https://t.co/00hIB2C5ig'"
b'The Ecology of Disease https://t.co/JsGu6EhyqL. #corona'
b'We are once again handing over the fruits of publicly funded research to for-profit corporations with no strings at\xe2\x80\xa6 https://t.co/dxQ1CU8Ff9'
"b'If we are a simulation, need an antivirus asap!!\n#Corona #Quarantine #virus'"
b'@Jojo04130433 @Shehnazgill123 Amazing who are you??\nI mean besides #Corona'
